縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
21,1080430,4,31,30
21,1080331,4,30,30
21,1080228,4,30,30
21,1080131,4,30,30
22,1120531,4,12,12
22,1120430,4,12,12
22,1120331,4,12,12
22,1120228,4,12,12
22,1120131,4,12,12
22,1111231,4,12,12
22,1111130,4,12,12
22,1111031,4,12,1
22,1110930,4,1,1
22,1110831,4,1,12
22,1110731,4,12,12
22,1110630,4,12,12
22,1110531,4,12,20
22,1110430,4,20,20
22,1110331,4,20,20
22,1110228,4,20,20
22,1110131,4,20,20
22,1101231,4,20,20
22,1101130,4,20,20
22,1101031,4,20,20
22,1100930,4,20,20
22,1100831,4,20,20
22,1100731,4,20,20
22,1100630,4,20,20
22,1100531,4,20,20
22,1100430,4,20,20
22,1100331,4,20,20
22,1100228,4,20,20
22,1100131,4,20,20
22,1091231,4,20,20
22,1091130,4,20,20
22,1091031,4,20,20
22,1090930,4,20,20
22,1090831,4,20,20
22,1090731,4,20,20
22,1090630,4,20,20
22,1090531,4,20,20
22,1090430,4,20,20
22,1090331,4,20,20
22,1090229,4,20,20
22,1090131,4,20,20
22,1081231,4,20,20
22,1081130,4,20,20
22,1081031,4,20,20
22,1080930,4,20,19
22,1080831,4,19,19
22,1080731,4,19,19
22,1080630,4,19,19
22,1080531,4,19,19
22,1080430,4,19,19
22,1080331,4,19,19
22,1080228,4,19,19
22,1080131,4,19,19
