縣市,統計期,業者名稱,基地臺
6,1120531,1,3409
6,1120430,1,3378
6,1120331,1,3369
6,1120228,1,3333
6,1120131,1,3304
6,1111231,1,3290
6,1111130,1,3271
6,1111031,1,3268
6,1110930,1,3269
6,1110831,1,3233
6,1110731,1,3218
6,1110630,1,3156
6,1110531,1,3157
6,1110430,1,3113
6,1110331,1,3055
6,1110228,1,3037
6,1110131,1,3024
6,1101231,1,3021
6,1101130,1,3015
6,1101031,1,3014
6,1100930,1,2990
6,1100831,1,2987
6,1100731,1,2981
6,1100630,1,2982
6,1100531,1,2983
6,1100430,1,2980
6,1100331,1,2980
6,1100228,1,2979
6,1100131,1,2970
6,1091231,1,3074
6,1091130,1,3082
6,1091031,1,3082
6,1090930,1,3259
6,1090831,1,3188
6,1090731,1,3142
6,1090630,1,3120
6,1090531,1,3047
6,1090430,1,3048
6,1090331,1,3034
6,1090229,1,3034
6,1090131,1,3019
6,1081231,1,3003
6,1081130,1,2978
6,1081031,1,2943
6,1080930,1,2945
6,1080831,1,2891
6,1080731,1,2881
6,1080630,1,2815
6,1080531,1,2786
6,1080430,1,2771
6,1080331,1,2737
6,1080228,1,2737
6,1080131,1,2737
