縣市,統計期,業者名稱,基地臺
10,1120531,2,732
10,1120430,2,732
10,1120331,2,732
10,1120228,2,732
10,1120131,2,740
10,1111231,2,740
10,1111130,2,740
10,1111031,2,733
10,1110930,2,733
10,1110831,2,722
10,1110731,2,722
10,1110630,2,722
10,1110531,2,722
10,1110430,2,722
10,1110331,2,722
10,1110228,2,700
10,1110131,2,700
10,1101231,2,700
10,1101130,2,700
10,1101031,2,700
10,1100930,2,683
10,1100831,2,683
10,1100731,2,683
10,1100630,2,675
10,1100531,2,675
10,1100430,2,675
10,1100331,2,681
10,1100228,2,681
10,1100131,2,681
10,1091231,2,681
10,1091130,2,681
10,1091031,2,681
10,1090930,2,682
10,1090831,2,682
10,1090731,2,682
10,1090630,2,682
10,1090531,2,682
10,1090430,2,682
10,1090331,2,687
10,1090229,2,687
10,1090131,2,680
10,1081231,2,680
10,1081130,2,680
10,1081031,2,680
10,1080930,2,679
10,1080831,2,679
10,1080731,2,660
10,1080630,2,648
10,1080531,2,648
10,1080430,2,652
10,1080331,2,652
10,1080228,2,652
10,1080131,2,652
